number_ofvisitor,total_daily_billing
337,81305.51
612,148831.99
692,171636.87
882,208227.51
815,207414.15
390,99195.25
574,145267.75
569,141639.69
477,125768.58
463,112406.33
313,69981.15
875,220295.48
941,244971.88
396,106413.0
408,106756.75
904,237515.7
185,44374.7
